"","dteday","hr"
"8022",2011-12-05,21
"8023",2011-12-05,22
"8024",2011-12-05,23
"8025",2011-12-06,0
"8026",2011-12-06,1
"8027",2011-12-06,2
"8028",2011-12-06,3
"8029",2011-12-06,4
"8030",2011-12-06,5
"8031",2011-12-06,6
"8032",2011-12-06,7
"8033",2011-12-06,8
"8034",2011-12-06,9
"8035",2011-12-06,10
"8036",2011-12-06,11
"8037",2011-12-06,12
"8038",2011-12-06,13
"8039",2011-12-06,14
"8040",2011-12-06,15
"8041",2011-12-06,16
"8042",2011-12-06,17
"8043",2011-12-06,18
"8044",2011-12-06,19
"8045",2011-12-06,20
"8046",2011-12-06,21
"8047",2011-12-06,22
"8048",2011-12-06,23
"8049",2011-12-07,0
"8050",2011-12-07,1
"8051",2011-12-07,2
"8052",2011-12-07,3
"8053",2011-12-07,4
"8054",2011-12-07,5
"8055",2011-12-07,6
"8056",2011-12-07,7
"8057",2011-12-07,8
"8058",2011-12-07,9
"8059",2011-12-07,10
"8060",2011-12-07,11
"8061",2011-12-07,12
"8062",2011-12-07,13
"8063",2011-12-07,14
"8064",2011-12-07,15
"8065",2011-12-07,16
"8066",2011-12-07,17
"8067",2011-12-07,18
"8068",2011-12-07,19
"8069",2011-12-07,20
"8070",2011-12-07,21
"8071",2011-12-07,22
"8072",2011-12-07,23
"8073",2011-12-08,0
"8074",2011-12-08,1
"8075",2011-12-08,2
"8076",2011-12-08,3
"8077",2011-12-08,4
"8078",2011-12-08,5
"8079",2011-12-08,6
"8080",2011-12-08,7
"8081",2011-12-08,8
"8082",2011-12-08,9
"8083",2011-12-08,10
"8084",2011-12-08,11
"8085",2011-12-08,12
"8086",2011-12-08,13
"8087",2011-12-08,14
"8088",2011-12-08,15
"8089",2011-12-08,16
"8090",2011-12-08,17
"8091",2011-12-08,18
"8092",2011-12-08,19
"8093",2011-12-08,20
"8094",2011-12-08,21
"8095",2011-12-08,22
"8096",2011-12-08,23
"8097",2011-12-09,0
"8098",2011-12-09,1
"8099",2011-12-09,2
"8100",2011-12-09,3
"8101",2011-12-09,4
"8102",2011-12-09,5
"8103",2011-12-09,6
"8104",2011-12-09,7
"8105",2011-12-09,8
"8106",2011-12-09,9
"8107",2011-12-09,10
"8108",2011-12-09,11
"8109",2011-12-09,12
"8110",2011-12-09,13
"8111",2011-12-09,14
"8112",2011-12-09,15
"8113",2011-12-09,16
"8114",2011-12-09,17
"8115",2011-12-09,18
"8116",2011-12-09,19
"8117",2011-12-09,20
"8118",2011-12-09,21
"8119",2011-12-09,22
"8120",2011-12-09,23
"8121",2011-12-10,0
"8122",2011-12-10,1
"8123",2011-12-10,2
"8124",2011-12-10,3
"8125",2011-12-10,4
"8126",2011-12-10,5
"8127",2011-12-10,6
"8128",2011-12-10,7
"8129",2011-12-10,8
"8130",2011-12-10,9
"8131",2011-12-10,10
"8132",2011-12-10,11
"8133",2011-12-10,12
"8134",2011-12-10,13
"8135",2011-12-10,14
"8136",2011-12-10,15
"8137",2011-12-10,16
"8138",2011-12-10,17
"8139",2011-12-10,18
"8140",2011-12-10,19
"8141",2011-12-10,20
"8142",2011-12-10,21
"8143",2011-12-10,22
"8144",2011-12-10,23
"8145",2011-12-11,0
"8146",2011-12-11,1
"8147",2011-12-11,2
"8148",2011-12-11,3
"8149",2011-12-11,4
"8150",2011-12-11,5
"8151",2011-12-11,6
"8152",2011-12-11,7
"8153",2011-12-11,8
"8154",2011-12-11,9
"8155",2011-12-11,10
"8156",2011-12-11,11
"8157",2011-12-11,12
"8158",2011-12-11,13
"8159",2011-12-11,14
"8160",2011-12-11,15
"8161",2011-12-11,16
"8162",2011-12-11,17
"8163",2011-12-11,18
"8164",2011-12-11,19
"8165",2011-12-11,20
"8166",2011-12-11,21
"8167",2011-12-11,22
"8168",2011-12-11,23
"8169",2011-12-12,0
"8170",2011-12-12,1
"8171",2011-12-12,2
"8172",2011-12-12,3
"8173",2011-12-12,4
"8174",2011-12-12,5
"8175",2011-12-12,6
"8176",2011-12-12,7
"8177",2011-12-12,8
"8178",2011-12-12,9
"8179",2011-12-12,10
"8180",2011-12-12,11
"8181",2011-12-12,12
"8182",2011-12-12,13
"8183",2011-12-12,14
"8184",2011-12-12,15
"8185",2011-12-12,16
"8186",2011-12-12,17
"8187",2011-12-12,18
"8188",2011-12-12,19
"8189",2011-12-12,20
"8190",2011-12-12,21
"8191",2011-12-12,22
"8192",2011-12-12,23
"8193",2011-12-13,0
"8194",2011-12-13,1
"8195",2011-12-13,2
"8196",2011-12-13,3
"8197",2011-12-13,4
"8198",2011-12-13,5
"8199",2011-12-13,6
"8200",2011-12-13,7
"8201",2011-12-13,8
"8202",2011-12-13,9
"8203",2011-12-13,10
"8204",2011-12-13,11
"8205",2011-12-13,12
"8206",2011-12-13,13
"8207",2011-12-13,14
"8208",2011-12-13,15
"8209",2011-12-13,16
"8210",2011-12-13,17
"8211",2011-12-13,18
"8212",2011-12-13,19
"8213",2011-12-13,20
"8214",2011-12-13,21
"8215",2011-12-13,22
"8216",2011-12-13,23
"8217",2011-12-14,0
"8218",2011-12-14,1
"8219",2011-12-14,2
"8220",2011-12-14,3
"8221",2011-12-14,4
"8222",2011-12-14,5
"8223",2011-12-14,6
"8224",2011-12-14,7
"8225",2011-12-14,8
"8226",2011-12-14,9
"8227",2011-12-14,10
"8228",2011-12-14,11
"8229",2011-12-14,12
"8230",2011-12-14,13
"8231",2011-12-14,14
"8232",2011-12-14,15
"8233",2011-12-14,16
"8234",2011-12-14,17
"8235",2011-12-14,18
"8236",2011-12-14,19
"8237",2011-12-14,20
"8238",2011-12-14,21
"8239",2011-12-14,22
"8240",2011-12-14,23
"8241",2011-12-15,0
"8242",2011-12-15,1
"8243",2011-12-15,2
"8244",2011-12-15,3
"8245",2011-12-15,4
"8246",2011-12-15,5
"8247",2011-12-15,6
"8248",2011-12-15,7
"8249",2011-12-15,8
"8250",2011-12-15,9
"8251",2011-12-15,10
"8252",2011-12-15,11
"8253",2011-12-15,12
"8254",2011-12-15,13
"8255",2011-12-15,14
"8256",2011-12-15,15
"8257",2011-12-15,16
"8258",2011-12-15,17
"8259",2011-12-15,18
"8260",2011-12-15,19
"8261",2011-12-15,20
"8262",2011-12-15,21
"8263",2011-12-15,22
"8264",2011-12-15,23
"8265",2011-12-16,0
"8266",2011-12-16,1
"8267",2011-12-16,2
"8268",2011-12-16,3
"8269",2011-12-16,4
"8270",2011-12-16,5
"8271",2011-12-16,6
"8272",2011-12-16,7
"8273",2011-12-16,8
"8274",2011-12-16,9
"8275",2011-12-16,10
"8276",2011-12-16,11
"8277",2011-12-16,12
"8278",2011-12-16,13
"8279",2011-12-16,14
"8280",2011-12-16,15
"8281",2011-12-16,16
"8282",2011-12-16,17
"8283",2011-12-16,18
"8284",2011-12-16,19
"8285",2011-12-16,20
"8286",2011-12-16,21
"8287",2011-12-16,22
"8288",2011-12-16,23
"8289",2011-12-17,0
"8290",2011-12-17,1
"8291",2011-12-17,2
"8292",2011-12-17,3
"8293",2011-12-17,4
"8294",2011-12-17,5
"8295",2011-12-17,6
"8296",2011-12-17,7
"8297",2011-12-17,8
"8298",2011-12-17,9
"8299",2011-12-17,10
"8300",2011-12-17,11
"8301",2011-12-17,12
"8302",2011-12-17,13
"8303",2011-12-17,14
"8304",2011-12-17,15
"8305",2011-12-17,16
"8306",2011-12-17,17
"8307",2011-12-17,18
"8308",2011-12-17,19
"8309",2011-12-17,20
"8310",2011-12-17,21
"8311",2011-12-17,22
"8312",2011-12-17,23
"8313",2011-12-18,0
"8314",2011-12-18,1
"8315",2011-12-18,2
"8316",2011-12-18,3
"8317",2011-12-18,4
"8318",2011-12-18,5
"8319",2011-12-18,6
"8320",2011-12-18,7
"8321",2011-12-18,8
"8322",2011-12-18,9
"8323",2011-12-18,10
"8324",2011-12-18,11
"8325",2011-12-18,12
"8326",2011-12-18,13
"8327",2011-12-18,14
"8328",2011-12-18,15
"8329",2011-12-18,16
"8330",2011-12-18,17
"8331",2011-12-18,18
"8332",2011-12-18,19
"8333",2011-12-18,20
"8334",2011-12-18,21
"8335",2011-12-18,22
"8336",2011-12-18,23
"8337",2011-12-19,0
"8338",2011-12-19,1
"8339",2011-12-19,2
"8340",2011-12-19,3
"8341",2011-12-19,4
"8342",2011-12-19,5
"8343",2011-12-19,6
"8344",2011-12-19,7
"8345",2011-12-19,8
"8346",2011-12-19,9
"8347",2011-12-19,10
"8348",2011-12-19,11
"8349",2011-12-19,12
"8350",2011-12-19,13
"8351",2011-12-19,14
"8352",2011-12-19,15
"8353",2011-12-19,16
"8354",2011-12-19,17
"8355",2011-12-19,18
"8356",2011-12-19,19
"8357",2011-12-19,20
"8358",2011-12-19,21
"8359",2011-12-19,22
"8360",2011-12-19,23
"8361",2011-12-20,0
"8362",2011-12-20,1
"8363",2011-12-20,2
"8364",2011-12-20,3
"8365",2011-12-20,4
"8366",2011-12-20,5
"8367",2011-12-20,6
"8368",2011-12-20,7
"8369",2011-12-20,8
"8370",2011-12-20,9
"8371",2011-12-20,10
"8372",2011-12-20,11
"8373",2011-12-20,12
"8374",2011-12-20,13
"8375",2011-12-20,14
"8376",2011-12-20,15
"8377",2011-12-20,16
"8378",2011-12-20,17
"8379",2011-12-20,18
"8380",2011-12-20,19
"8381",2011-12-20,20
"8382",2011-12-20,21
"8383",2011-12-20,22
"8384",2011-12-20,23
"8385",2011-12-21,0
"8386",2011-12-21,1
"8387",2011-12-21,2
"8388",2011-12-21,3
"8389",2011-12-21,4
"8390",2011-12-21,5
"8391",2011-12-21,6
"8392",2011-12-21,7
"8393",2011-12-21,8
"8394",2011-12-21,9
"8395",2011-12-21,10
"8396",2011-12-21,11
"8397",2011-12-21,12
"8398",2011-12-21,13
"8399",2011-12-21,14
"8400",2011-12-21,15
"8401",2011-12-21,16
"8402",2011-12-21,17
"8403",2011-12-21,18
"8404",2011-12-21,19
"8405",2011-12-21,20
"8406",2011-12-21,21
"8407",2011-12-21,22
"8408",2011-12-21,23
"8409",2011-12-22,0
"8410",2011-12-22,1
"8411",2011-12-22,2
"8412",2011-12-22,3
"8413",2011-12-22,4
"8414",2011-12-22,5
"8415",2011-12-22,6
"8416",2011-12-22,7
"8417",2011-12-22,8
"8418",2011-12-22,9
"8419",2011-12-22,10
"8420",2011-12-22,11
"8421",2011-12-22,12
"8422",2011-12-22,13
"8423",2011-12-22,14
"8424",2011-12-22,15
"8425",2011-12-22,16
"8426",2011-12-22,17
"8427",2011-12-22,18
"8428",2011-12-22,19
"8429",2011-12-22,20
"8430",2011-12-22,21
"8431",2011-12-22,22
"8432",2011-12-22,23
"8433",2011-12-23,0
"8434",2011-12-23,1
"8435",2011-12-23,2
"8436",2011-12-23,3
"8437",2011-12-23,4
"8438",2011-12-23,5
"8439",2011-12-23,6
"8440",2011-12-23,7
"8441",2011-12-23,8
"8442",2011-12-23,9
"8443",2011-12-23,10
"8444",2011-12-23,11
"8445",2011-12-23,12
"8446",2011-12-23,13
"8447",2011-12-23,14
"8448",2011-12-23,15
"8449",2011-12-23,16
"8450",2011-12-23,17
"8451",2011-12-23,18
"8452",2011-12-23,19
"8453",2011-12-23,20
"8454",2011-12-23,21
"8455",2011-12-23,22
"8456",2011-12-23,23
"8457",2011-12-24,0
"8458",2011-12-24,1
"8459",2011-12-24,2
"8460",2011-12-24,3
"8461",2011-12-24,4
"8462",2011-12-24,5
"8463",2011-12-24,6
"8464",2011-12-24,7
"8465",2011-12-24,8
"8466",2011-12-24,9
"8467",2011-12-24,10
"8468",2011-12-24,11
"8469",2011-12-24,12
"8470",2011-12-24,13
"8471",2011-12-24,14
"8472",2011-12-24,15
"8473",2011-12-24,16
"8474",2011-12-24,17
"8475",2011-12-24,18
"8476",2011-12-24,19
"8477",2011-12-24,20
"8478",2011-12-24,21
"8479",2011-12-24,22
"8480",2011-12-24,23
"8481",2011-12-25,0
"8482",2011-12-25,1
"8483",2011-12-25,2
"8484",2011-12-25,3
"8485",2011-12-25,5
"8486",2011-12-25,6
"8487",2011-12-25,7
"8488",2011-12-25,8
"8489",2011-12-25,9
"8490",2011-12-25,10
"8491",2011-12-25,11
"8492",2011-12-25,12
"8493",2011-12-25,13
"8494",2011-12-25,14
"8495",2011-12-25,15
"8496",2011-12-25,16
"8497",2011-12-25,17
"8498",2011-12-25,18
"8499",2011-12-25,19
"8500",2011-12-25,20
"8501",2011-12-25,21
"8502",2011-12-25,22
"8503",2011-12-25,23
"8504",2011-12-26,0
"8505",2011-12-26,1
"8506",2011-12-26,2
"8507",2011-12-26,4
"8508",2011-12-26,5
"8509",2011-12-26,6
"8510",2011-12-26,7
"8511",2011-12-26,8
"8512",2011-12-26,9
"8513",2011-12-26,10
"8514",2011-12-26,11
"8515",2011-12-26,12
"8516",2011-12-26,13
"8517",2011-12-26,14
"8518",2011-12-26,15
"8519",2011-12-26,16
"8520",2011-12-26,17
"8521",2011-12-26,18
"8522",2011-12-26,19
"8523",2011-12-26,20
"8524",2011-12-26,21
"8525",2011-12-26,22
"8526",2011-12-26,23
"8527",2011-12-27,0
"8528",2011-12-27,1
"8529",2011-12-27,2
"8530",2011-12-27,3
"8531",2011-12-27,4
"8532",2011-12-27,5
"8533",2011-12-27,6
"8534",2011-12-27,7
"8535",2011-12-27,8
"8536",2011-12-27,9
"8537",2011-12-27,10
"8538",2011-12-27,11
"8539",2011-12-27,12
"8540",2011-12-27,13
"8541",2011-12-27,14
"8542",2011-12-27,15
"8543",2011-12-27,16
"8544",2011-12-27,17
"8545",2011-12-27,18
"8546",2011-12-27,19
"8547",2011-12-27,20
"8548",2011-12-27,21
"8549",2011-12-27,22
"8550",2011-12-27,23
"8551",2011-12-28,0
"8552",2011-12-28,1
"8553",2011-12-28,2
"8554",2011-12-28,3
"8555",2011-12-28,5
"8556",2011-12-28,6
"8557",2011-12-28,7
"8558",2011-12-28,8
"8559",2011-12-28,9
"8560",2011-12-28,10
"8561",2011-12-28,11
"8562",2011-12-28,12
"8563",2011-12-28,13
"8564",2011-12-28,14
"8565",2011-12-28,15
"8566",2011-12-28,16
"8567",2011-12-28,17
"8568",2011-12-28,18
"8569",2011-12-28,19
"8570",2011-12-28,20
"8571",2011-12-28,21
"8572",2011-12-28,22
"8573",2011-12-28,23
"8574",2011-12-29,0
"8575",2011-12-29,1
"8576",2011-12-29,2
"8577",2011-12-29,3
"8578",2011-12-29,4
"8579",2011-12-29,5
"8580",2011-12-29,6
"8581",2011-12-29,7
"8582",2011-12-29,8
"8583",2011-12-29,9
"8584",2011-12-29,10
"8585",2011-12-29,11
"8586",2011-12-29,12
"8587",2011-12-29,13
"8588",2011-12-29,14
"8589",2011-12-29,15
"8590",2011-12-29,16
"8591",2011-12-29,17
"8592",2011-12-29,18
"8593",2011-12-29,19
"8594",2011-12-29,20
"8595",2011-12-29,21
"8596",2011-12-29,22
"8597",2011-12-29,23
"8598",2011-12-30,0
"8599",2011-12-30,1
"8600",2011-12-30,2
"8601",2011-12-30,3
"8602",2011-12-30,4
"8603",2011-12-30,5
"8604",2011-12-30,6
"8605",2011-12-30,7
"8606",2011-12-30,8
"8607",2011-12-30,9
"8608",2011-12-30,10
"8609",2011-12-30,11
"8610",2011-12-30,12
"8611",2011-12-30,13
"8612",2011-12-30,14
"8613",2011-12-30,15
"8614",2011-12-30,16
"8615",2011-12-30,17
"8616",2011-12-30,18
"8617",2011-12-30,19
"8618",2011-12-30,20
"8619",2011-12-30,21
"8620",2011-12-30,22
"8621",2011-12-30,23
"8622",2011-12-31,0
"8623",2011-12-31,1
"8624",2011-12-31,2
"8625",2011-12-31,3
"8626",2011-12-31,4
"8627",2011-12-31,5
"8628",2011-12-31,6
"8629",2011-12-31,7
"8630",2011-12-31,8
"8631",2011-12-31,9
"8632",2011-12-31,10
"8633",2011-12-31,11
"8634",2011-12-31,12
"8635",2011-12-31,13
"8636",2011-12-31,14
"8637",2011-12-31,15
"8638",2011-12-31,16
"8639",2011-12-31,17
"8640",2011-12-31,18
"8641",2011-12-31,19
"8642",2011-12-31,20
"8643",2011-12-31,21
"8644",2011-12-31,22
"8645",2011-12-31,23
"8646",2012-01-01,0
"8647",2012-01-01,1
"8648",2012-01-01,2
"8649",2012-01-01,3
"8650",2012-01-01,4
"8651",2012-01-01,5
"8652",2012-01-01,6
"8653",2012-01-01,7
"8654",2012-01-01,8
"8655",2012-01-01,9
"8656",2012-01-01,10
"8657",2012-01-01,11
"8658",2012-01-01,12
"8659",2012-01-01,13
"8660",2012-01-01,14
"8661",2012-01-01,15
"8662",2012-01-01,16
"8663",2012-01-01,17
"8664",2012-01-01,18
"8665",2012-01-01,19
"8666",2012-01-01,20
"8667",2012-01-01,21
"8668",2012-01-01,22
"8669",2012-01-01,23
"8670",2012-01-02,0
"8671",2012-01-02,1
"8672",2012-01-02,2
"8673",2012-01-02,4
"8674",2012-01-02,5
"8675",2012-01-02,6
"8676",2012-01-02,7
"8677",2012-01-02,8
"8678",2012-01-02,9
"8679",2012-01-02,10
"8680",2012-01-02,11
"8681",2012-01-02,12
"8682",2012-01-02,13
"8683",2012-01-02,14
"8684",2012-01-02,15
"8685",2012-01-02,16
"8686",2012-01-02,17
"8687",2012-01-02,18
"8688",2012-01-02,19
"8689",2012-01-02,20
"8690",2012-01-02,21
"8691",2012-01-02,22
"8692",2012-01-02,23
"8693",2012-01-03,0
"8694",2012-01-03,1
"8695",2012-01-03,2
"8696",2012-01-03,3
"8697",2012-01-03,4
"8698",2012-01-03,5
"8699",2012-01-03,6
"8700",2012-01-03,7
"8701",2012-01-03,8
"8702",2012-01-03,9
"8703",2012-01-03,10
"8704",2012-01-03,11
"8705",2012-01-03,12
"8706",2012-01-03,13
"8707",2012-01-03,14
"8708",2012-01-03,15
"8709",2012-01-03,16
"8710",2012-01-03,17
"8711",2012-01-03,18
"8712",2012-01-03,19
"8713",2012-01-03,20
"8714",2012-01-03,21
"8715",2012-01-03,22
"8716",2012-01-03,23
"8717",2012-01-04,0
"8718",2012-01-04,1
"8719",2012-01-04,2
"8720",2012-01-04,3
"8721",2012-01-04,4
"8722",2012-01-04,5
"8723",2012-01-04,6
"8724",2012-01-04,7
"8725",2012-01-04,8
"8726",2012-01-04,9
"8727",2012-01-04,10
"8728",2012-01-04,11
"8729",2012-01-04,12
"8730",2012-01-04,13
"8731",2012-01-04,14
"8732",2012-01-04,15
"8733",2012-01-04,16
"8734",2012-01-04,17
"8735",2012-01-04,18
"8736",2012-01-04,19
"8737",2012-01-04,20
"8738",2012-01-04,21
"8739",2012-01-04,22
"8740",2012-01-04,23
"8741",2012-01-05,0
"8742",2012-01-05,1
"8743",2012-01-05,2
"8744",2012-01-05,3
"8745",2012-01-05,4
"8746",2012-01-05,5
"8747",2012-01-05,6
"8748",2012-01-05,7
"8749",2012-01-05,8
"8750",2012-01-05,9
"8751",2012-01-05,10
"8752",2012-01-05,11
"8753",2012-01-05,12
"8754",2012-01-05,13
"8755",2012-01-05,14
"8756",2012-01-05,15
"8757",2012-01-05,16
"8758",2012-01-05,17
"8759",2012-01-05,18
"8760",2012-01-05,19
"8761",2012-01-05,20
"8762",2012-01-05,21
"8763",2012-01-05,22
"8764",2012-01-05,23
"8765",2012-01-06,0
"8766",2012-01-06,1
"8767",2012-01-06,2
"8768",2012-01-06,3
"8769",2012-01-06,4
"8770",2012-01-06,5
"8771",2012-01-06,6
"8772",2012-01-06,7
"8773",2012-01-06,8
"8774",2012-01-06,9
"8775",2012-01-06,10
"8776",2012-01-06,11
"8777",2012-01-06,12
"8778",2012-01-06,13
"8779",2012-01-06,14
"8780",2012-01-06,15
"8781",2012-01-06,16
"8782",2012-01-06,17
"8783",2012-01-06,18
"8784",2012-01-06,19
"8785",2012-01-06,20
"8786",2012-01-06,21
"8787",2012-01-06,22
"8788",2012-01-06,23
"8789",2012-01-07,0
"8790",2012-01-07,1
"8791",2012-01-07,2
"8792",2012-01-07,3
"8793",2012-01-07,4
"8794",2012-01-07,5
"8795",2012-01-07,6
"8796",2012-01-07,7
"8797",2012-01-07,8
"8798",2012-01-07,9
"8799",2012-01-07,10
"8800",2012-01-07,11
"8801",2012-01-07,12
"8802",2012-01-07,13
"8803",2012-01-07,14
"8804",2012-01-07,15
"8805",2012-01-07,16
"8806",2012-01-07,17
"8807",2012-01-07,18
"8808",2012-01-07,19
"8809",2012-01-07,20
"8810",2012-01-07,21
"8811",2012-01-07,22
"8812",2012-01-07,23
"8813",2012-01-08,0
"8814",2012-01-08,1
"8815",2012-01-08,2
"8816",2012-01-08,3
"8817",2012-01-08,4
"8818",2012-01-08,5
"8819",2012-01-08,6
"8820",2012-01-08,7
"8821",2012-01-08,8
"8822",2012-01-08,9
"8823",2012-01-08,10
"8824",2012-01-08,11
"8825",2012-01-08,12
"8826",2012-01-08,13
"8827",2012-01-08,14
"8828",2012-01-08,15
"8829",2012-01-08,16
"8830",2012-01-08,17
"8831",2012-01-08,18
"8832",2012-01-08,19
"8833",2012-01-08,20
"8834",2012-01-08,21
"8835",2012-01-08,22
"8836",2012-01-08,23
"8837",2012-01-09,0
"8838",2012-01-09,1
"8839",2012-01-09,2
"8840",2012-01-09,3
"8841",2012-01-09,4
"8842",2012-01-09,5
"8843",2012-01-09,6
"8844",2012-01-09,7
"8845",2012-01-09,8
"8846",2012-01-09,9
"8847",2012-01-09,10
"8848",2012-01-09,11
"8849",2012-01-09,12
"8850",2012-01-09,13
"8851",2012-01-09,14
"8852",2012-01-09,15
"8853",2012-01-09,16
"8854",2012-01-09,17
"8855",2012-01-09,18
"8856",2012-01-09,19
"8857",2012-01-09,20
"8858",2012-01-09,21
"8859",2012-01-09,22
"8860",2012-01-09,23
"8861",2012-01-10,0
"8862",2012-01-10,1
"8863",2012-01-10,2
"8864",2012-01-10,4
"8865",2012-01-10,5
"8866",2012-01-10,6
"8867",2012-01-10,7
"8868",2012-01-10,8
"8869",2012-01-10,9
"8870",2012-01-10,10
"8871",2012-01-10,11
"8872",2012-01-10,12
"8873",2012-01-10,13
"8874",2012-01-10,14
"8875",2012-01-10,15
"8876",2012-01-10,16
"8877",2012-01-10,17
"8878",2012-01-10,18
"8879",2012-01-10,19
"8880",2012-01-10,20
"8881",2012-01-10,21
"8882",2012-01-10,22
"8883",2012-01-10,23
"8884",2012-01-11,0
"8885",2012-01-11,1
"8886",2012-01-11,2
"8887",2012-01-11,3
"8888",2012-01-11,4
"8889",2012-01-11,5
"8890",2012-01-11,6
"8891",2012-01-11,7
"8892",2012-01-11,8
"8893",2012-01-11,9
"8894",2012-01-11,10
"8895",2012-01-11,11
"8896",2012-01-11,12
"8897",2012-01-11,13
"8898",2012-01-11,14
"8899",2012-01-11,15
"8900",2012-01-11,16
"8901",2012-01-11,17
"8902",2012-01-11,18
"8903",2012-01-11,19
"8904",2012-01-11,20
"8905",2012-01-11,21
"8906",2012-01-11,22
"8907",2012-01-11,23
"8908",2012-01-12,0
"8909",2012-01-12,1
"8910",2012-01-12,2
"8911",2012-01-12,3
"8912",2012-01-12,4
"8913",2012-01-12,5
"8914",2012-01-12,6
"8915",2012-01-12,7
"8916",2012-01-12,8
"8917",2012-01-12,9
"8918",2012-01-12,10
"8919",2012-01-12,11
"8920",2012-01-12,12
"8921",2012-01-12,13
"8922",2012-01-12,14
"8923",2012-01-12,15
"8924",2012-01-12,16
"8925",2012-01-12,17
"8926",2012-01-12,18
"8927",2012-01-12,19
"8928",2012-01-12,20
"8929",2012-01-12,21
"8930",2012-01-12,22
"8931",2012-01-12,23
"8932",2012-01-13,0
"8933",2012-01-13,1
"8934",2012-01-13,2
"8935",2012-01-13,3
"8936",2012-01-13,4
"8937",2012-01-13,5
"8938",2012-01-13,6
"8939",2012-01-13,7
"8940",2012-01-13,8
"8941",2012-01-13,9
"8942",2012-01-13,10
"8943",2012-01-13,11
"8944",2012-01-13,12
"8945",2012-01-13,13
"8946",2012-01-13,14
"8947",2012-01-13,15
"8948",2012-01-13,16
"8949",2012-01-13,17
"8950",2012-01-13,18
"8951",2012-01-13,19
"8952",2012-01-13,20
"8953",2012-01-13,21
"8954",2012-01-13,22
"8955",2012-01-13,23
"8956",2012-01-14,0
"8957",2012-01-14,1
"8958",2012-01-14,2
"8959",2012-01-14,3
"8960",2012-01-14,4
"8961",2012-01-14,5
"8962",2012-01-14,6
"8963",2012-01-14,7
"8964",2012-01-14,8
"8965",2012-01-14,9
"8966",2012-01-14,10
"8967",2012-01-14,11
"8968",2012-01-14,12
"8969",2012-01-14,13
"8970",2012-01-14,14
"8971",2012-01-14,15
"8972",2012-01-14,16
"8973",2012-01-14,17
"8974",2012-01-14,18
"8975",2012-01-14,19
"8976",2012-01-14,20
"8977",2012-01-14,21
"8978",2012-01-14,22
"8979",2012-01-14,23
"8980",2012-01-15,0
"8981",2012-01-15,1
"8982",2012-01-15,2
"8983",2012-01-15,3
"8984",2012-01-15,4
"8985",2012-01-15,5
"8986",2012-01-15,6
"8987",2012-01-15,7
"8988",2012-01-15,8
"8989",2012-01-15,9
"8990",2012-01-15,10
"8991",2012-01-15,11
"8992",2012-01-15,12
"8993",2012-01-15,13
"8994",2012-01-15,14
"8995",2012-01-15,15
"8996",2012-01-15,16
"8997",2012-01-15,17
"8998",2012-01-15,18
"8999",2012-01-15,19
"9000",2012-01-15,20
"9001",2012-01-15,21
"9002",2012-01-15,22
"9003",2012-01-15,23
"9004",2012-01-16,0
"9005",2012-01-16,1
"9006",2012-01-16,2
"9007",2012-01-16,3
"9008",2012-01-16,4
"9009",2012-01-16,5
"9010",2012-01-16,6
"9011",2012-01-16,7
"9012",2012-01-16,8
"9013",2012-01-16,9
"9014",2012-01-16,10
"9015",2012-01-16,11
"9016",2012-01-16,12
"9017",2012-01-16,13
"9018",2012-01-16,14
"9019",2012-01-16,15
"9020",2012-01-16,16
"9021",2012-01-16,17
"9022",2012-01-16,18
"9023",2012-01-16,19
"9024",2012-01-16,20
"9025",2012-01-16,21
"9026",2012-01-16,22
"9027",2012-01-16,23
"9028",2012-01-17,0
"9029",2012-01-17,1
"9030",2012-01-17,2
"9031",2012-01-17,4
"9032",2012-01-17,5
"9033",2012-01-17,6
"9034",2012-01-17,7
"9035",2012-01-17,8
"9036",2012-01-17,9
"9037",2012-01-17,10
"9038",2012-01-17,11
"9039",2012-01-17,12
"9040",2012-01-17,13
"9041",2012-01-17,14
"9042",2012-01-17,15
"9043",2012-01-17,16
"9044",2012-01-17,17
"9045",2012-01-17,18
"9046",2012-01-17,19
"9047",2012-01-17,20
"9048",2012-01-17,21
"9049",2012-01-17,22
"9050",2012-01-17,23
"9051",2012-01-18,0
"9052",2012-01-18,1
"9053",2012-01-18,2
"9054",2012-01-18,3
"9055",2012-01-18,4
"9056",2012-01-18,5
"9057",2012-01-18,6
"9058",2012-01-18,7
"9059",2012-01-18,8
"9060",2012-01-18,9
"9061",2012-01-18,10
"9062",2012-01-18,11
"9063",2012-01-18,12
"9064",2012-01-18,13
"9065",2012-01-18,14
"9066",2012-01-18,15
"9067",2012-01-18,16
"9068",2012-01-18,17
"9069",2012-01-18,18
"9070",2012-01-18,19
"9071",2012-01-18,20
"9072",2012-01-18,21
"9073",2012-01-18,22
"9074",2012-01-18,23
"9075",2012-01-19,0
"9076",2012-01-19,1
"9077",2012-01-19,2
"9078",2012-01-19,3
"9079",2012-01-19,4
"9080",2012-01-19,5
"9081",2012-01-19,6
"9082",2012-01-19,7
"9083",2012-01-19,8
"9084",2012-01-19,9
"9085",2012-01-19,10
"9086",2012-01-19,11
"9087",2012-01-19,12
"9088",2012-01-19,13
"9089",2012-01-19,14
"9090",2012-01-19,15
"9091",2012-01-19,16
"9092",2012-01-19,17
"9093",2012-01-19,18
"9094",2012-01-19,19
"9095",2012-01-19,20
"9096",2012-01-19,21
"9097",2012-01-19,22
